Customer_ID,Gender,SeniorCitizen,Tenure_Months,Plan_Type,Monthly_Charges,Contract,Payment_Method,InternetService,Support_Tickets,Is_Churned
C3670,Female,0,26,Prepaid,473,Month-to-month,UPI,DSL,5,1
C3671,Female,0,4,Postpaid,818,1-year,Credit Card,Fiber,3,1
C3672,Female,0,49,Prepaid,486,Month-to-month,Debit Card,DSL,6,1
C3673,Male,0,9,Prepaid,453,Month-to-month,Cash,DSL,2,0
C3674,Female,0,30,Postpaid,1096,2-year,UPI,Fiber,4,1
C3675,Male,0,51,Postpaid,1157,1-year,Debit Card,DSL,4,1
C3676,Male,0,45,Prepaid,429,Month-to-month,Credit Card,Fiber,6,1
C3677,Female,0,4,Prepaid,411,Month-to-month,UPI,DSL,1,1
C3678,Female,0,5,Postpaid,841,1-year,Credit Card,Fiber,3,1
C3679,Male,0,45,Postpaid,1156,1-year,UPI,Fiber,6,1
C3680,Male,0,23,Prepaid,334,Month-to-month,Credit Card,DSL,7,1
C3681,Male,0,16,Prepaid,284,Month-to-month,UPI,Fiber,6,1
C3682,Female,0,22,Postpaid,967,2-year,Credit Card,Fiber,4,0
C3683,Male,0,37,Postpaid,1186,1-year,Credit Card,DSL,3,1
C3684,Female,1,8,Postpaid,859,1-year,Credit Card,DSL,1,0
C3685,Female,0,48,Prepaid,256,Month-to-month,Credit Card,Fiber,3,0
C3686,Female,0,33,Prepaid,418,Month-to-month,UPI,Fiber,3,0
C3687,Male,0,55,Postpaid,800,1-year,Credit Card,DSL,6,0
C3688,Female,0,60,Prepaid,387,Month-to-month,Debit Card,Fiber,1,0
C3689,Female,0,38,Prepaid,549,Month-to-month,UPI,Fiber,4,1
C3690,Female,0,43,Prepaid,575,Month-to-month,Credit Card,Fiber,7,1
C3691,Female,0,16,Prepaid,340,Month-to-month,Credit Card,Fiber,3,0
C3692,Female,0,5,Prepaid,412,Month-to-month,Credit Card,Fiber,2,1
C3693,Male,0,16,Postpaid,862,1-year,Credit Card,DSL,4,0
C3694,Female,1,7,Postpaid,1050,1-year,Credit Card,DSL,6,1
C3695,Female,0,51,Postpaid,933,2-year,UPI,Fiber,1,0
C3696,Male,0,1,Postpaid,1102,2-year,Credit Card,Fiber,0,1
C3697,Female,0,9,Prepaid,478,Month-to-month,Credit Card,Fiber,5,1
C3698,Male,0,18,Prepaid,412,Month-to-month,UPI,Fiber,2,0
C3699,Female,0,45,Prepaid,414,Month-to-month,Credit Card,Fiber,4,1
C3700,Male,0,58,Prepaid,481,Month-to-month,Debit Card,DSL,5,1
C3701,Male,0,47,Postpaid,958,1-year,Debit Card,Fiber,1,0
C3702,Female,0,3,Prepaid,487,Month-to-month,UPI,DSL,2,1
C3703,Female,1,24,Prepaid,369,Month-to-month,Cash,DSL,4,1
C3704,Female,0,28,Prepaid,356,Month-to-month,Credit Card,Fiber,5,1
C3705,Male,0,10,Prepaid,499,Month-to-month,Credit Card,Fiber,7,1
C3706,Male,1,9,Postpaid,1242,2-year,UPI,DSL,0,1
C3707,Male,0,13,Prepaid,533,Month-to-month,Credit Card,DSL,4,1
C3708,Female,0,48,Prepaid,447,Month-to-month,Debit Card,None,7,1
C3709,Male,0,35,Prepaid,469,Month-to-month,Credit Card,Fiber,0,0
C3710,Male,0,54,Postpaid,765,2-year,Debit Card,DSL,0,0
C3711,Female,0,23,Prepaid,535,Month-to-month,Credit Card,Fiber,3,0
C3712,Male,0,47,Prepaid,514,Month-to-month,Credit Card,Fiber,6,1
C3713,Male,0,17,Prepaid,469,Month-to-month,UPI,Fiber,1,0
C3714,Female,0,46,Prepaid,465,Month-to-month,Debit Card,Fiber,3,0
C3715,Male,0,7,Prepaid,564,Month-to-month,Credit Card,DSL,0,0
C3716,Female,0,52,Postpaid,1167,2-year,UPI,Fiber,1,1
C3717,Female,0,16,Postpaid,800,2-year,Credit Card,DSL,1,0
C3718,Female,0,53,Postpaid,1122,2-year,Debit Card,Fiber,1,1
C3719,Female,0,40,Prepaid,363,Month-to-month,Debit Card,DSL,2,0
C3720,Female,0,36,Prepaid,410,Month-to-month,UPI,Fiber,4,1
C3721,Male,0,20,Prepaid,552,Month-to-month,Cash,DSL,0,0
C3722,Male,0,24,Prepaid,347,Month-to-month,UPI,Fiber,1,0
C3723,Female,0,47,Prepaid,406,Month-to-month,UPI,Fiber,5,1
C3724,Female,0,5,Prepaid,411,Month-to-month,UPI,DSL,2,1
C3725,Male,0,45,Postpaid,1179,2-year,UPI,Fiber,2,1
C3726,Female,0,6,Postpaid,810,2-year,UPI,Fiber,5,0
C3727,Female,0,28,Postpaid,852,2-year,Debit Card,DSL,0,0
C3728,Female,1,59,Postpaid,941,1-year,Credit Card,Fiber,3,0
C3729,Male,0,5,Prepaid,300,Month-to-month,Credit Card,Fiber,2,1
C3730,Male,0,49,Prepaid,501,Month-to-month,Debit Card,Fiber,0,0
C3731,Female,0,39,Prepaid,599,Month-to-month,Debit Card,Fiber,2,0
C3732,Female,1,38,Prepaid,369,Month-to-month,UPI,DSL,0,0
C3733,Male,0,2,Prepaid,324,Month-to-month,Credit Card,Fiber,1,1
C3734,Male,0,43,Prepaid,411,Month-to-month,Credit Card,Fiber,6,1
C3735,Female,0,39,Prepaid,398,Month-to-month,Cash,DSL,3,0
C3736,Female,0,54,Postpaid,1194,1-year,UPI,DSL,5,1
C3737,Male,0,21,Postpaid,1118,2-year,UPI,DSL,2,1
C3738,Male,0,40,Prepaid,431,Month-to-month,Debit Card,Fiber,5,1
C3739,Male,1,37,Prepaid,526,Month-to-month,Debit Card,Fiber,7,1
C3740,Female,1,59,Prepaid,506,Month-to-month,UPI,Fiber,2,1
C3741,Male,1,18,Postpaid,958,2-year,Credit Card,Fiber,2,0
C3742,Female,0,54,Prepaid,494,Month-to-month,UPI,Fiber,6,1
C3743,Male,0,48,Postpaid,847,2-year,Cash,DSL,4,0
C3744,Male,0,46,Prepaid,320,Month-to-month,UPI,DSL,4,1
C3745,Male,0,12,Prepaid,518,Month-to-month,UPI,Fiber,6,1
C3746,Male,0,17,Prepaid,429,Month-to-month,UPI,Fiber,5,1
C3747,Female,0,37,Prepaid,528,Month-to-month,Credit Card,Fiber,1,0
C3748,Female,0,46,Prepaid,398,Month-to-month,UPI,DSL,2,0
C3749,Male,0,38,Postpaid,960,1-year,Debit Card,DSL,7,0
C3750,Female,0,15,Prepaid,397,Month-to-month,Debit Card,Fiber,3,0
C3751,Male,0,7,Prepaid,581,Month-to-month,UPI,DSL,7,1
C3752,Male,0,14,Postpaid,769,1-year,Credit Card,Fiber,4,1
C3753,Male,0,50,Prepaid,258,Month-to-month,UPI,Fiber,0,0
C3754,Male,0,1,Prepaid,427,Month-to-month,Credit Card,Fiber,0,1
C3755,Female,0,38,Prepaid,533,Month-to-month,UPI,Fiber,0,0
C3756,Male,0,3,Postpaid,1230,1-year,UPI,Fiber,1,1
C3757,Male,0,37,Postpaid,818,2-year,Credit Card,Fiber,6,0
C3758,Female,0,44,Prepaid,580,Month-to-month,UPI,Fiber,2,0
C3759,Male,0,31,Postpaid,944,2-year,Debit Card,Fiber,2,0
C3760,Male,0,43,Postpaid,756,2-year,Debit Card,DSL,5,0
C3761,Male,0,13,Prepaid,456,Month-to-month,Debit Card,Fiber,7,1
C3762,Female,1,48,Postpaid,1223,1-year,Cash,DSL,7,1
C3763,Male,0,18,Prepaid,284,Month-to-month,Cash,Fiber,4,1
C3764,Female,1,17,Postpaid,1235,1-year,Credit Card,Fiber,0,1
C3765,Male,0,17,Prepaid,530,Month-to-month,Credit Card,Fiber,1,0
C3766,Male,0,11,Postpaid,1149,2-year,UPI,Fiber,5,1
C3767,Female,1,20,Prepaid,536,Month-to-month,Debit Card,Fiber,3,0
C3768,Male,0,10,Postpaid,1060,1-year,Credit Card,Fiber,2,1
C3769,Male,0,29,Prepaid,299,Month-to-month,Cash,DSL,2,0
C3770,Female,0,48,Postpaid,1142,2-year,UPI,DSL,1,1
C3771,Female,0,34,Prepaid,440,Month-to-month,UPI,DSL,5,1
C3772,Female,1,17,Postpaid,1173,2-year,UPI,Fiber,5,1
C3773,Female,0,54,Postpaid,856,2-year,Debit Card,Fiber,4,0
C3774,Female,0,52,Prepaid,387,Month-to-month,UPI,Fiber,6,1
C3775,Male,0,42,Postpaid,901,2-year,Credit Card,DSL,1,0
C3776,Female,0,13,Prepaid,403,Month-to-month,Credit Card,None,5,1
C3777,Male,0,44,Postpaid,1180,2-year,UPI,DSL,4,1
C3778,Male,0,47,Postpaid,1256,2-year,Credit Card,Fiber,5,1
C3779,Male,0,39,Prepaid,577,Month-to-month,Credit Card,Fiber,2,0
C3780,Female,0,27,Postpaid,1169,2-year,UPI,Fiber,4,1
C3781,Female,0,54,Prepaid,378,Month-to-month,Credit Card,Fiber,5,1
C3782,Male,0,53,Prepaid,425,Month-to-month,Cash,Fiber,6,1
C3783,Female,0,26,Postpaid,778,1-year,Cash,Fiber,6,0
C3784,Female,0,28,Postpaid,1250,2-year,Credit Card,Fiber,4,1
C3785,Female,0,13,Prepaid,471,Month-to-month,Credit Card,Fiber,6,1
C3786,Female,0,12,Prepaid,574,Month-to-month,UPI,Fiber,4,1
C3787,Male,1,44,Postpaid,1144,1-year,Cash,DSL,6,1
C3788,Male,0,28,Prepaid,355,Month-to-month,UPI,Fiber,5,1
C3789,Female,1,2,Postpaid,950,1-year,Credit Card,Fiber,4,1
C3790,Male,0,37,Postpaid,1028,2-year,UPI,DSL,6,1
C3791,Female,0,57,Prepaid,415,Month-to-month,UPI,Fiber,0,1
C3792,Female,0,57,Prepaid,445,Month-to-month,UPI,Fiber,6,1
C3793,Male,1,34,Prepaid,480,Month-to-month,Debit Card,DSL,0,0
C3794,Male,0,23,Prepaid,396,Month-to-month,Credit Card,Fiber,5,1
C3795,Male,1,58,Postpaid,824,1-year,Credit Card,Fiber,0,0
C3796,Female,1,52,Postpaid,903,2-year,UPI,Fiber,0,0
C3797,Male,0,45,Prepaid,468,Month-to-month,Debit Card,Fiber,1,0
C3798,Female,0,29,Prepaid,506,Month-to-month,UPI,Fiber,6,1
C3799,Male,0,35,Prepaid,251,Month-to-month,UPI,Fiber,3,0
C3800,Male,0,11,Postpaid,1061,2-year,Debit Card,Fiber,5,1
C3801,Female,0,48,Postpaid,1060,2-year,Cash,DSL,4,1
C3802,Female,0,33,Postpaid,815,1-year,UPI,Fiber,1,0
C3803,Female,0,51,Prepaid,445,Month-to-month,Credit Card,DSL,5,1
C3804,Female,0,11,Postpaid,991,1-year,Credit Card,Fiber,0,1
C3805,Female,0,9,Prepaid,306,Month-to-month,Debit Card,Fiber,4,1
C3806,Female,0,14,Postpaid,953,1-year,UPI,Fiber,3,0
C3807,Female,0,9,Postpaid,1191,2-year,Credit Card,DSL,5,1
C3808,Female,0,39,Postpaid,1272,2-year,UPI,DSL,4,1
C3809,Male,0,48,Prepaid,493,Month-to-month,UPI,Fiber,6,1
C3810,Female,0,3,Postpaid,1168,1-year,UPI,Fiber,6,1
C3811,Female,0,29,Prepaid,336,Month-to-month,Cash,DSL,2,0
C3812,Male,0,19,Postpaid,747,2-year,UPI,DSL,2,0
C3813,Female,0,36,Prepaid,549,Month-to-month,Cash,Fiber,5,1
C3814,Male,0,32,Prepaid,362,Month-to-month,UPI,Fiber,1,0
C3815,Male,0,7,Prepaid,413,Month-to-month,Cash,DSL,3,0
C3816,Female,1,55,Postpaid,1258,1-year,Debit Card,Fiber,1,1
C3817,Male,0,28,Prepaid,367,Month-to-month,UPI,DSL,4,1
C3818,Female,0,44,Postpaid,1221,2-year,Credit Card,Fiber,3,1
C3819,Male,0,18,Postpaid,1291,2-year,UPI,DSL,5,1
C3820,Male,0,60,Postpaid,712,2-year,Credit Card,Fiber,1,0
C3821,Male,0,5,Prepaid,504,Month-to-month,Credit Card,Fiber,4,1
C3822,Female,0,23,Postpaid,1144,1-year,Credit Card,Fiber,0,1
C3823,Female,0,55,Prepaid,404,Month-to-month,Debit Card,DSL,4,1
C3824,Male,0,22,Prepaid,556,Month-to-month,Debit Card,DSL,6,1
C3825,Male,0,26,Prepaid,364,Month-to-month,UPI,DSL,1,0
C3826,Female,0,42,Prepaid,456,Month-to-month,Cash,DSL,5,1
C3827,Female,1,12,Prepaid,330,Month-to-month,Cash,Fiber,5,1
C3828,Male,0,40,Prepaid,352,Month-to-month,UPI,Fiber,3,0
C3829,Male,0,19,Prepaid,329,Month-to-month,UPI,DSL,7,1
C3830,Female,0,47,Prepaid,352,Month-to-month,Credit Card,DSL,3,0
C3831,Female,0,1,Prepaid,489,Month-to-month,Credit Card,Fiber,7,1
C3832,Female,0,3,Prepaid,514,Month-to-month,UPI,Fiber,7,1
C3833,Female,0,27,Postpaid,884,1-year,UPI,Fiber,0,0
C3834,Female,0,18,Prepaid,284,Month-to-month,Debit Card,Fiber,7,1
C3835,Male,0,50,Prepaid,498,Month-to-month,Credit Card,DSL,1,0
C3836,Female,0,30,Prepaid,299,Month-to-month,UPI,DSL,6,1
C3837,Male,0,2,Prepaid,529,Month-to-month,Debit Card,DSL,5,1
C3838,Female,0,5,Prepaid,491,Month-to-month,Debit Card,DSL,5,1
C3839,Male,0,29,Prepaid,401,Month-to-month,Credit Card,Fiber,0,0
C3840,Female,0,33,Postpaid,707,1-year,Debit Card,Fiber,2,0
C3841,Female,0,42,Postpaid,1171,1-year,UPI,DSL,5,1
C3842,Male,0,20,Postpaid,871,2-year,Credit Card,Fiber,4,0
C3843,Male,0,30,Postpaid,795,2-year,UPI,Fiber,2,0
C3844,Female,0,42,Postpaid,1005,1-year,UPI,DSL,2,1
C3845,Female,0,5,Postpaid,957,2-year,UPI,DSL,0,1
C3846,Female,0,50,Postpaid,1173,2-year,UPI,DSL,7,1
C3847,Female,0,21,Prepaid,402,Month-to-month,Credit Card,DSL,0,0
C3848,Female,1,58,Prepaid,537,Month-to-month,Debit Card,Fiber,4,1
C3849,Male,0,15,Prepaid,357,Month-to-month,UPI,Fiber,7,1
C3850,Male,0,20,Prepaid,282,Month-to-month,UPI,DSL,0,0
C3851,Female,0,8,Postpaid,828,2-year,Debit Card,DSL,0,0
C3852,Male,0,49,Prepaid,370,Month-to-month,UPI,Fiber,0,0
C3853,Male,0,31,Postpaid,1238,2-year,UPI,Fiber,5,1
C3854,Male,0,12,Prepaid,476,Month-to-month,Credit Card,DSL,0,0
C3855,Female,1,21,Prepaid,260,Month-to-month,Debit Card,Fiber,0,0
C3856,Male,1,30,Prepaid,452,Month-to-month,Debit Card,DSL,6,1
C3857,Female,0,27,Prepaid,451,Month-to-month,Debit Card,Fiber,2,0
C3858,Male,0,44,Prepaid,347,Month-to-month,UPI,Fiber,2,0
C3859,Female,1,26,Prepaid,365,Month-to-month,Debit Card,DSL,4,1
C3860,Male,0,33,Prepaid,530,Month-to-month,UPI,Fiber,3,0
C3861,Female,0,26,Prepaid,598,Month-to-month,UPI,Fiber,4,1
C3862,Female,0,26,Postpaid,974,1-year,Credit Card,DSL,5,0
C3863,Male,0,36,Prepaid,360,Month-to-month,Debit Card,DSL,5,1
C3864,Female,0,40,Prepaid,261,Month-to-month,UPI,Fiber,5,1
C3865,Female,0,1,Prepaid,270,Month-to-month,UPI,Fiber,1,1
C3866,Female,0,59,Prepaid,376,Month-to-month,Debit Card,Fiber,4,1
C3867,Female,0,15,Prepaid,534,Month-to-month,Debit Card,Fiber,6,1
C3868,Female,0,50,Prepaid,370,Month-to-month,Credit Card,Fiber,4,1
C3869,Female,0,1,Prepaid,373,Month-to-month,Credit Card,Fiber,0,1
C3870,Female,0,11,Postpaid,1179,1-year,Debit Card,Fiber,0,1
C3871,Female,0,55,Prepaid,419,Month-to-month,Debit Card,Fiber,0,0
C3872,Male,0,2,Prepaid,326,Month-to-month,Credit Card,Fiber,3,1
C3873,Male,1,1,Prepaid,546,Month-to-month,UPI,Fiber,6,1
C3874,Female,1,31,Prepaid,579,Month-to-month,UPI,None,6,1
C3875,Female,0,44,Prepaid,312,Month-to-month,Credit Card,None,5,1
C3876,Male,0,16,Postpaid,718,2-year,UPI,Fiber,0,0
C3877,Male,0,54,Postpaid,1044,1-year,UPI,DSL,1,1
C3878,Male,0,22,Prepaid,439,Month-to-month,Credit Card,DSL,6,1
C3879,Female,1,42,Postpaid,993,1-year,UPI,Fiber,2,0
C3880,Male,1,18,Prepaid,423,Month-to-month,Debit Card,Fiber,1,0
C3881,Female,0,47,Postpaid,1037,2-year,UPI,Fiber,6,1
C3882,Female,0,17,Postpaid,1151,2-year,Credit Card,Fiber,6,1
C3883,Male,0,30,Postpaid,1043,2-year,Debit Card,Fiber,3,1
C3884,Female,0,10,Prepaid,343,Month-to-month,Credit Card,DSL,0,0
C3885,Female,0,35,Prepaid,362,Month-to-month,Credit Card,DSL,4,1
C3886,Female,0,58,Prepaid,478,Month-to-month,Credit Card,DSL,6,1
C3887,Female,0,21,Prepaid,499,Month-to-month,Debit Card,DSL,2,0
C3888,Male,0,16,Prepaid,458,Month-to-month,Cash,DSL,7,1
C3889,Male,0,6,Prepaid,431,Month-to-month,Credit Card,Fiber,5,1
C3890,Female,0,3,Prepaid,516,Month-to-month,Debit Card,Fiber,7,1
C3891,Female,0,41,Postpaid,990,1-year,UPI,Fiber,3,0
C3892,Male,0,43,Prepaid,404,Month-to-month,Debit Card,DSL,1,0
C3893,Female,0,21,Postpaid,728,1-year,Cash,Fiber,6,0
C3894,Male,0,13,Prepaid,435,Month-to-month,Credit Card,DSL,0,0
C3895,Female,1,18,Postpaid,726,1-year,Debit Card,None,3,0
C3896,Female,0,58,Prepaid,388,Month-to-month,Credit Card,Fiber,3,0
C3897,Male,0,54,Prepaid,304,Month-to-month,UPI,Fiber,4,1
C3898,Male,0,60,Postpaid,1253,2-year,Debit Card,DSL,7,1
C3899,Male,0,24,Prepaid,597,Month-to-month,Credit Card,Fiber,5,1
C3900,Male,1,27,Prepaid,595,Month-to-month,Credit Card,Fiber,4,1
C3901,Female,0,54,Prepaid,516,Month-to-month,Debit Card,DSL,4,1
C3902,Male,1,4,Prepaid,391,Month-to-month,Debit Card,DSL,5,1
C3903,Female,0,22,Prepaid,565,Month-to-month,Debit Card,Fiber,1,0
C3904,Male,1,24,Prepaid,413,Month-to-month,UPI,DSL,4,1
C3905,Male,0,40,Postpaid,1166,2-year,Credit Card,Fiber,5,1
C3906,Female,1,45,Postpaid,1221,1-year,Cash,DSL,3,1
C3907,Male,0,10,Prepaid,546,Month-to-month,Credit Card,DSL,6,1
C3908,Male,0,2,Postpaid,1174,1-year,Cash,Fiber,3,1
C3909,Male,0,40,Prepaid,271,Month-to-month,Debit Card,Fiber,5,1
C3910,Male,1,6,Prepaid,375,Month-to-month,Debit Card,DSL,3,0
C3911,Female,0,48,Prepaid,352,Month-to-month,UPI,Fiber,6,1
C3912,Female,0,18,Postpaid,879,1-year,UPI,Fiber,2,0
C3913,Male,1,17,Prepaid,359,Month-to-month,Credit Card,Fiber,2,0
C3914,Male,0,38,Postpaid,1226,1-year,Credit Card,Fiber,5,1
C3915,Male,0,45,Prepaid,314,Month-to-month,Debit Card,DSL,5,1
C3916,Female,0,23,Postpaid,1044,2-year,Debit Card,Fiber,1,1
C3917,Female,0,46,Postpaid,1276,2-year,UPI,DSL,6,1
C3918,Female,1,30,Prepaid,325,Month-to-month,Debit Card,Fiber,5,1
C3919,Female,0,58,Postpaid,1107,1-year,Credit Card,DSL,4,1
C3920,Male,0,21,Prepaid,439,Month-to-month,UPI,Fiber,3,0
C3921,Male,1,10,Prepaid,499,Month-to-month,Credit Card,Fiber,7,1
C3922,Male,0,56,Prepaid,328,Month-to-month,Debit Card,None,4,1
C3923,Female,0,43,Prepaid,333,Month-to-month,Credit Card,Fiber,5,1
C3924,Male,0,13,Postpaid,904,2-year,UPI,Fiber,3,0
C3925,Female,0,12,Prepaid,461,Month-to-month,Credit Card,None,2,0
C3926,Female,0,9,Prepaid,398,Month-to-month,UPI,DSL,7,1
C3927,Male,1,4,Prepaid,259,Month-to-month,Credit Card,DSL,3,1
C3928,Male,0,39,Prepaid,279,Month-to-month,UPI,Fiber,7,1
C3929,Male,0,24,Prepaid,529,Month-to-month,Debit Card,Fiber,1,0
C3930,Female,0,54,Postpaid,778,2-year,UPI,Fiber,0,0
C3931,Female,0,34,Postpaid,1253,1-year,Credit Card,None,7,1
C3932,Male,1,39,Prepaid,429,Month-to-month,UPI,None,6,1
C3933,Male,1,41,Prepaid,481,Month-to-month,Cash,Fiber,3,0
C3934,Female,0,5,Prepaid,342,Month-to-month,Credit Card,Fiber,5,1
C3935,Male,0,15,Postpaid,1086,1-year,Debit Card,Fiber,1,1
C3936,Female,0,50,Prepaid,496,Month-to-month,Debit Card,Fiber,2,0
C3937,Female,0,4,Prepaid,580,Month-to-month,Debit Card,Fiber,7,1
C3938,Male,0,51,Postpaid,999,1-year,Debit Card,DSL,7,0
C3939,Male,0,52,Prepaid,412,Month-to-month,UPI,DSL,2,0
C3940,Male,0,58,Prepaid,289,Month-to-month,Debit Card,DSL,0,0
C3941,Male,0,39,Postpaid,926,2-year,UPI,DSL,5,0
C3942,Female,0,58,Prepaid,334,Month-to-month,Debit Card,DSL,4,1
C3943,Female,0,8,Prepaid,521,Month-to-month,Cash,DSL,4,1
C3944,Female,0,49,Prepaid,327,Month-to-month,Cash,Fiber,3,0
C3945,Male,0,45,Prepaid,462,Month-to-month,UPI,Fiber,2,0
C3946,Female,0,24,Prepaid,553,Month-to-month,Credit Card,Fiber,1,0
C3947,Male,1,53,Postpaid,827,2-year,Credit Card,DSL,0,0
C3948,Male,0,28,Prepaid,340,Month-to-month,UPI,None,4,1
C3949,Male,0,55,Postpaid,1120,1-year,UPI,Fiber,3,1
C3950,Male,0,43,Prepaid,502,Month-to-month,Credit Card,DSL,7,1
C3951,Male,0,27,Prepaid,527,Month-to-month,Cash,Fiber,3,0
C3952,Male,1,1,Prepaid,392,Month-to-month,Credit Card,DSL,2,1
C3953,Female,0,34,Prepaid,493,Month-to-month,Credit Card,DSL,1,0
C3954,Male,0,17,Prepaid,461,Month-to-month,Credit Card,DSL,1,0
C3955,Female,1,37,Prepaid,444,Month-to-month,Debit Card,DSL,7,1
C3956,Female,0,38,Prepaid,519,Month-to-month,Cash,Fiber,4,1
C3957,Male,0,26,Prepaid,578,Month-to-month,Credit Card,Fiber,7,1
C3958,Male,0,57,Postpaid,779,2-year,UPI,Fiber,3,0
C3959,Male,0,24,Prepaid,289,Month-to-month,Credit Card,Fiber,2,1
C3960,Female,0,39,Prepaid,347,Month-to-month,Cash,DSL,7,1
C3961,Male,0,60,Prepaid,253,Month-to-month,Credit Card,Fiber,1,0
C3962,Female,0,21,Prepaid,282,Month-to-month,Credit Card,DSL,3,0
C3963,Male,1,30,Postpaid,1179,2-year,UPI,DSL,1,1
C3964,Male,0,47,Prepaid,414,Month-to-month,UPI,Fiber,0,0
C3965,Female,0,51,Prepaid,276,Month-to-month,Debit Card,Fiber,1,0
C3966,Female,0,48,Prepaid,422,Month-to-month,UPI,Fiber,1,0
C3967,Male,0,57,Postpaid,1130,1-year,UPI,Fiber,3,1
C3968,Female,0,13,Prepaid,362,Month-to-month,Credit Card,Fiber,1,0
C3969,Female,1,37,Prepaid,344,Month-to-month,Cash,Fiber,1,0
C3970,Female,0,3,Prepaid,568,Month-to-month,UPI,Fiber,0,1
C3971,Female,0,32,Prepaid,482,Month-to-month,Debit Card,DSL,1,0
C3972,Female,0,35,Prepaid,383,Month-to-month,UPI,DSL,1,0
C3973,Male,0,19,Postpaid,1130,2-year,Debit Card,DSL,3,1
C3974,Male,1,14,Postpaid,1258,1-year,Cash,Fiber,2,1
C3975,Female,0,48,Prepaid,365,Month-to-month,UPI,None,7,1
C3976,Male,1,22,Prepaid,262,Month-to-month,UPI,DSL,0,0
C3977,Male,0,17,Prepaid,569,Month-to-month,UPI,None,7,1
C3978,Female,0,59,Prepaid,414,Month-to-month,Debit Card,Fiber,1,0
C3979,Male,0,4,Prepaid,457,Month-to-month,UPI,DSL,2,1
C3980,Female,0,45,Prepaid,334,Month-to-month,UPI,DSL,7,1
C3981,Female,0,40,Postpaid,842,2-year,UPI,Fiber,3,0
C3982,Male,0,19,Prepaid,305,Month-to-month,Credit Card,Fiber,0,0
C3983,Female,0,37,Postpaid,1164,1-year,UPI,DSL,5,1
C3984,Female,0,2,Prepaid,390,Month-to-month,Debit Card,Fiber,7,1
C3985,Female,0,15,Prepaid,381,Month-to-month,Debit Card,Fiber,3,0
C3986,Female,0,2,Prepaid,450,Month-to-month,Credit Card,Fiber,2,1
C3987,Female,1,11,Postpaid,1093,1-year,Credit Card,DSL,0,1
C3988,Male,0,45,Prepaid,558,Month-to-month,Credit Card,DSL,1,0
C3989,Male,0,23,Postpaid,825,1-year,Debit Card,Fiber,7,0
C3990,Female,0,10,Postpaid,1160,2-year,Credit Card,DSL,2,1
C3991,Female,0,3,Postpaid,751,1-year,Credit Card,Fiber,7,1
C3992,Male,0,5,Postpaid,968,2-year,Credit Card,DSL,3,1
C3993,Female,0,3,Postpaid,795,1-year,Debit Card,Fiber,0,1
C3994,Male,0,38,Postpaid,972,1-year,UPI,DSL,2,0
C3995,Female,1,13,Prepaid,358,Month-to-month,UPI,Fiber,6,1
C3996,Female,0,42,Postpaid,1272,1-year,UPI,Fiber,5,1
C3997,Female,0,19,Postpaid,832,1-year,Credit Card,Fiber,7,0
C3998,Female,0,40,Prepaid,525,Month-to-month,Credit Card,DSL,2,0
C3999,Female,0,50,Postpaid,704,2-year,Credit Card,None,3,0
C4000,Female,0,35,Prepaid,417,Month-to-month,Credit Card,Fiber,3,0
C4001,Female,0,24,Prepaid,506,Month-to-month,Debit Card,Fiber,1,0
C4002,Male,0,24,Prepaid,524,Month-to-month,UPI,DSL,1,0
C4003,Male,0,17,Prepaid,336,Month-to-month,Credit Card,DSL,2,1
C4004,Male,0,40,Postpaid,1170,1-year,Credit Card,Fiber,3,1
C4005,Female,0,10,Postpaid,1163,1-year,Credit Card,Fiber,6,1
C4006,Female,0,2,Postpaid,1196,1-year,Credit Card,Fiber,7,1
C4007,Female,0,44,Postpaid,762,1-year,Debit Card,Fiber,2,0
C4008,Female,1,23,Prepaid,347,Month-to-month,UPI,Fiber,6,1
C4009,Female,1,6,Prepaid,460,Month-to-month,Debit Card,Fiber,7,1
C4010,Female,0,2,Prepaid,297,Month-to-month,Debit Card,Fiber,4,1
C4011,Female,0,21,Postpaid,897,1-year,Debit Card,DSL,5,0
C4012,Male,0,55,Prepaid,523,Month-to-month,Debit Card,None,3,0
C4013,Female,0,56,Postpaid,908,2-year,Credit Card,DSL,6,0
C4014,Male,0,35,Postpaid,762,1-year,Credit Card,DSL,4,0
C4015,Male,0,49,Postpaid,756,2-year,Cash,DSL,6,0
C4016,Female,0,29,Prepaid,511,Month-to-month,UPI,Fiber,4,1
C4017,Female,0,7,Prepaid,511,Month-to-month,UPI,DSL,3,0
C4018,Male,0,29,Postpaid,1274,2-year,UPI,Fiber,1,1
C4019,Male,1,53,Postpaid,1165,2-year,Credit Card,DSL,2,1
C4020,Female,0,37,Prepaid,599,Month-to-month,UPI,None,0,0
C4021,Female,0,23,Postpaid,1299,1-year,Cash,DSL,0,1
C4022,Male,0,33,Postpaid,1000,2-year,Credit Card,Fiber,5,0
C4023,Female,0,8,Prepaid,485,Month-to-month,Debit Card,DSL,6,1
C4024,Female,0,12,Prepaid,523,Month-to-month,UPI,DSL,7,1
C4025,Female,0,46,Prepaid,592,Month-to-month,UPI,Fiber,3,0
C4026,Male,1,48,Prepaid,479,Month-to-month,UPI,DSL,6,1
C4027,Male,0,10,Postpaid,967,1-year,UPI,Fiber,1,0
C4028,Male,0,15,Prepaid,413,Month-to-month,Credit Card,DSL,1,0
